Temperature (deg F),Relative Humidity (%),"Total Snow Depth ("")","Intermittent/Shot Snow ("")",,
28.46,78.87,105.6,7.243,0.940406291,2
29.42,61.09,105.9,7.387,0.940423205,2
31.02,65.39,105.6,7.387,0.940423205,2
31.37,60.81,105.8,7.393,0.94042391,2
33.2,53.57,105.7,7.397,0.94042438,2
35.76,37.11,105.9,7.406,0.940425437,2
37.35,49.45,105.7,7.272,0.940409697,2
36.64,40.74,105.8,7.262,0.940408523,2
35.32,42.73,106.1,7.387,0.940423205,2
33.63,32.71,106.3,7.372,0.940421443,2
28.98,36.82,106.5,7.636,0.940452453,2
27.01,36.27,106.8,7.501,0.940436596,2
25.06,46.32,106.8,7.629,0.94045163,2
24.57,52.81,106.9,7.628,0.940451513,2
25.05,53.62,106.9,7.499,0.940436361,2
24.93,52.6,106.9,7.632,0.940451983,2
24.57,55.48,106.9,7.626,0.940451278,2
24.57,53.64,107,7.358,0.940419799,2
24.82,51.66,106.9,7.492,0.940435538,2
23.34,60.2,107,7.492,0.940435538,2
23.34,61.5,107,7.761,0.940467135,2
23.22,61.7,107,8.57,0.940562159,2
24.07,61.76,107.2,8.57,0.940562159,2
24.18,60.79,106.9,8.31,0.94053162,2
25.04,65.1,107.1,8.17,0.940515176,2
26.13,63.85,107.1,8.18,0.94051635,2
29.57,53.74,107,8.18,0.94051635,2
30.16,51.81,107,8.19,0.940517525,2
31.61,61.14,106.8,8.47,0.940550413,2
31.71,54.98,106.5,8.35,0.940536318,2
31.39,44.71,105.9,7.252,0.940407348,2
29.07,53.74,107.2,7.915,0.940485224,2
27.12,58.32,107.2,7.777,0.940469014,2
25.19,59.66,107,7.759,0.9404669,2
22.25,61.72,107.5,7.754,0.940466313,2
20.66,63.84,107.7,7.751,0.94046596,2
18.57,64.39,107.7,7.751,0.94046596,2
17.34,68.7,107.7,7.885,0.9404817,2
17.21,64.94,107.9,8.15,0.940512827,2
18.07,64.66,107.7,7.751,0.94046596,2
18.2,63.5,107.7,7.751,0.94046596,2
16.97,68.63,107.8,7.751,0.94046596,2
18.44,60.83,107.9,8.02,0.940497557,2
17.33,70.88,107.8,7.751,0.94046596,2
16.84,76.69,107.5,7.751,0.94046596,2
17.33,69.72,107.7,7.886,0.940481817,2
18.44,76.07,107.7,7.752,0.940466078,2
19.05,70.6,107.8,7.756,0.940466548,2
19.54,75.45,107.8,7.891,0.940482405,2
19.65,74.41,107.7,8.17,0.940515176,2
22.7,73.29,107.7,8.18,0.94051635,2
23.89,72.63,107.8,8.06,0.940502255,2
27.07,62.24,106.7,8.06,0.940502255,2
26.2,68.1,107.3,8.07,0.94050343,2
27.6,67.67,106.6,8.05,0.940501081,2
26.15,76.3,107.7,8.44,0.94054689,2
24.69,77.9,108.4,8.43,0.940545715,2
21.76,80.7,108.2,8.56,0.940560985,2
19.3,85.5,108.7,8.56,0.940560985,2
16.98,86.4,108.4,8.55,0.94055981,2
15.88,82.5,108.6,8.41,0.940543366,2
15.63,83,108.4,8.55,0.94055981,2
15.51,87.9,108.7,8.68,0.94057508,2
15.75,87.7,108.8,8.55,0.94055981,2
15.51,89.6,109,8.28,0.940528096,2
15.63,88.7,108.8,8.55,0.94055981,2
15.73,90,109.1,8.69,0.940576254,2
16.1,91,109,8.96,0.940607968,2
17.57,93,108.9,8.7,0.940577429,2
18.31,93.7,108.9,8.83,0.940592699,2
18.32,93.8,109.1,9.1,0.940624413,2
18.31,91.2,109.4,8.83,0.940592699,2
19.29,90.3,109.3,9.24,0.940640857,2
19.9,87.7,109.6,9.24,0.940640857,2
22.21,84.6,109.5,9.25,0.940642032,2
22.09,84.3,109.5,9.38,0.940657301,2
23.03,80.3,109.5,9.4,0.94065965,2
25.47,70.22,109.2,9.41,0.940660825,2
24.87,76.11,108.9,9.4,0.94065965,2
24.16,77.91,108.7,9.53,0.94067492,2
22.83,76.02,108.7,9.79,0.94070546,2
21.37,76.26,109.1,9.85,0.940712507,2
20.53,82.6,109.4,9.9,0.94071838,2
16.98,85.6,109.5,9.76,0.940701936,2
14.89,89.8,109.9,9.9,0.94071838,2
16.11,89.8,109.8,9.9,0.94071838,2
15.51,91.1,110.2,9.89,0.940717205,2
14.76,89.4,110.3,8.29,0.940529271,2
16.1,89.7,110.2,8.56,0.940560985,2
17.33,90.2,110.3,8.69,0.940576254,2
17.83,91.1,110.5,35.33,0.943705366,2
17.82,90.7,110,8.56,0.940560985,2
18.43,91.2,110,35.26,0.943697143,2
18.8,91.8,110.6,35.26,0.943697143,2
18.92,92.7,110,35.26,0.943697143,2
20.02,92.3,110.4,8.7,0.940577429,2
20.27,91.2,111.9,10.58,0.940798252,2
20.37,91,111,10.06,0.940737173,2
21.84,90.5,111.6,10.46,0.940784157,2
22.69,89.9,111.2,10.46,0.940784157,2
23.54,87.9,108.7,8.86,0.940596223,2
24.14,84.5,108.9,7.924,0.940486281,2
23.67,87.9,108.7,8.65,0.940571556,2
24.04,85.3,109.4,8.86,0.940596223,2
24.3,88.1,108.8,7.972,0.940491919,2
23.45,87.6,108.7,7.231,0.940404882,2
20.89,88.2,108.8,7.623,0.940450926,2
19.17,90.6,108.6,7.89,0.940482287,2
17.58,91.3,108.2,7.079,0.940387028,2
17.58,91.1,108.2,5.599,0.940213188,2
17.46,91.5,107.8,35.26,0.943697143,2
16.96,90.8,107.3,5.936,0.940252772,2
17.82,91.2,106.8,6.277,0.940292826,2
18.68,92.3,107.8,6.278,0.940292943,2
19.53,91.8,107.2,6.147,0.940277556,2
20.27,92.4,105.8,3.323,0.939945851,2
21.24,93.2,107,3.326,0.939946204,2
22.23,94.2,106,5.345,0.940183354,2
22.71,94.3,106,5.213,0.940167849,2
22.83,92.8,106.9,5.08,0.940152227,2
22.95,94.1,106.4,5.216,0.940168201,2
23.2,92.6,106.4,4.007,0.940026193,2
23.2,92.4,106.4,5.082,0.940152462,2
24.78,89.9,105.9,4.822,0.940121923,2
25.15,88.1,106.1,4.552,0.940090209,2
25.14,88.7,104.8,3.95,0.940019498,2
26.12,86.1,104.8,3.816,0.940003759,2
24.92,87.7,104.6,3.872,0.940010336,2
24.55,87.9,104.8,3.738,0.939994597,2
22.6,89.9,105.1,3.73,0.939993657,2
21.87,88.3,105.4,3.727,0.939993305,2
20.89,89.2,105.5,3.856,0.940008457,2
20.15,89.6,105.5,3.856,0.940008457,2
19.3,89.1,105.7,3.85,0.940007752,2
18.56,89.9,105.6,3.783,0.939999883,2
17.95,90.7,105.7,3.716,0.939992013,2
17.95,90,105.8,3.716,0.939992013,2
16.72,89.9,105.8,3.783,0.939999883,2
16.48,91.1,105.8,3.78,0.93999953,2
15.26,91.3,105.6,3.839,0.94000646,2
15.38,91.8,105.9,3.839,0.94000646,2
14.28,90.9,105.9,3.839,0.94000646,2
14.28,89.2,105.9,3.839,0.94000646,2
14.28,86.4,106,3.839,0.94000646,2
14.15,84.9,106,3.839,0.94000646,2
14.38,82.5,106,3.85,0.940007752,2
16.1,78.13,105.9,3.85,0.940007752,2
17.19,75.58,106.1,3.725,0.93999307,2
18.28,72.82,106,3.87,0.940010101,2
18.16,67.9,105.8,3.738,0.939994597,2
17.56,67.85,105.9,3.727,0.939993305,2
16.93,67.42,106.1,3.871,0.940010219,2
19.64,63.54,105.8,3.732,0.939993892,2
18.69,64.11,106,3.85,0.940007752,2
16.48,62.14,106.3,3.844,0.940007048,2
15.76,66.13,106.4,3.968,0.940021612,2
12.07,67.43,106.4,3.832,0.940005638,2
11.71,67.99,106.5,3.829,0.940005286,2
11.83,66.69,106.5,3.963,0.940021025,2
10.85,66.35,106.5,3.963,0.940021025,2
11.59,64.5,106.5,3.963,0.940021025,2
11.22,64.43,106.6,3.963,0.940021025,2
11.34,61.42,106.8,3.963,0.940021025,2
11.22,61.9,106.6,3.963,0.940021025,2
10.48,62.11,106.6,3.963,0.940021025,2
10.6,62.18,106.6,3.895,0.940013038,2
9.99,62.86,106.8,3.963,0.940021025,2
9.37,61.63,106.8,3.963,0.940021025,2
9.86,62.72,106.9,3.963,0.940021025,2
10.22,59.77,106.8,3.971,0.940021965,2
12.06,57.3,107,3.976,0.940022552,2
13.03,56.53,106.7,3.985,0.940023609,2
14.36,56.51,106.7,3.996,0.940024901,2
15.94,54.64,106.4,3.872,0.940010336,2
16.96,51.87,105.9,3.587,0.939976861,2
15.12,54.61,106.4,3.716,0.939992013,2
14.63,53.25,106.8,3.85,0.940007752,2
12.94,57.93,106.7,3.895,0.940013038,2
10.11,62.52,107,3.893,0.940012803,2
8.28,63.43,107.1,3.951,0.940019616,2
4.961,66.45,106.9,3.947,0.940019146,2
5.084,64.88,106.9,3.812,0.940003289,2
5.208,66.18,107.1,3.946,0.940019028,2
5.454,65.49,107,3.677,0.939987432,2
5.331,66.18,107.1,3.812,0.940003289,2
5.331,66.04,106.9,3.812,0.940003289,2
5.331,66.72,107.3,3.812,0.940003289,2
5.449,66.51,107.1,3.815,0.940003641,2
6.186,64.39,107.3,3.951,0.940019616,2
6.309,64.32,107.3,3.952,0.940019733,2
6.427,67.73,107,3.821,0.940004346,2
7.774,74.08,107.2,3.961,0.94002079,2
8.02,77.5,107.3,3.828,0.940005168,2
9.12,75.77,107.3,3.834,0.940005873,2
11.2,74.05,107.2,3.839,0.94000646,2
12.41,71.84,107.3,3.85,0.940007752,2
14.12,69.9,107.3,3.861,0.940009044,2
14.59,70.83,106.9,3.872,0.940010336,2
14.99,67.25,106.3,3.722,0.939992718,2
13.52,72.11,107.1,3.985,0.940023609,2
13.77,73.75,107.2,3.715,0.939991895,2
12.07,79.26,107.2,3.834,0.940005873,2
10.11,86,107.4,3.828,0.940005168,2
9.12,87.2,107.4,3.828,0.940005168,2
9.61,87,107.6,3.83,0.940005403,2
10.47,87.3,107.7,3.968,0.940021612,2
11.09,88.2,107.7,3.968,0.940021612,2
11.7,87.9,107.7,3.835,0.94000599,2
12.19,88.2,107.9,3.969,0.94002173,2
11.95,89,108,3.968,0.940021612,2
11.58,87.1,108.3,3.968,0.940021612,2
12.07,86.5,108.4,3.968,0.940021612,2
12.07,85.1,108.4,3.968,0.940021612,2
12.44,82.7,108.4,3.969,0.94002173,2
12.8,81.9,108.4,3.972,0.940022082,2
12.68,81.6,108.4,3.974,0.940022317,2
13.27,82.6,108.5,4.119,0.940039349,2
15.11,83,108.5,3.99,0.940024197,2
17.81,80.3,108.5,3.996,0.940024901,2
18.28,78.55,108.4,4.006,0.940026076,2
19.62,77.72,108.3,4.012,0.940026781,2
19.99,76.15,108,4.012,0.940026781,2
19.75,79.57,108.3,4.008,0.940026311,2
20.74,79.24,108.3,4.007,0.940026193,2
19.88,83.1,108.4,4.003,0.940025724,2
19.77,82.5,108.1,3.996,0.940024901,2
18.07,85.4,108.3,4.119,0.940039349,2
16.47,86.6,108.6,4.119,0.940039349,2
16.72,85.1,108.7,4.119,0.940039349,2
16.35,86.4,108.7,4.119,0.940039349,2
15.86,86.9,109,4.119,0.940039349,2
17.46,84.8,109,4.119,0.940039349,2
17.58,85.4,108.9,4.119,0.940039349,2
17.94,83.9,109,4.257,0.940055558,2
19.79,83.7,109.1,4.388,0.940070945,2
18.81,86.9,109.1,4.391,0.940071298,2
18.92,89.7,109.4,4.26,0.940055911,2
20.39,84.3,109.2,4.397,0.940072002,2
21.01,85.7,109.6,4.397,0.940072002,2
21,87.5,109.4,4.399,0.940072237,2
21.86,83.3,109.5,4.404,0.940072825,2
24.18,78.21,109.5,4.41,0.940073529,2
25.15,76.41,109.4,4.284,0.94005873,2
26.37,75.73,109.4,4.286,0.940058964,2
26.84,75.63,109.3,4.229,0.940052269,2
28.07,67.24,109.1,4.297,0.940060257,2
27.58,67.99,109.2,4.297,0.940060257,2
26.49,74.36,109.6,4.286,0.940058964,2
25.89,74.78,109.4,4.214,0.940050507,2
25.07,70.46,109.6,4.394,0.94007165,2
19.79,75.59,109.9,4.457,0.94007905,2
20.78,79.63,110.3,4.456,0.940078933,2
17.09,80.9,110.2,4.523,0.940086802,2
17.58,78.06,110.3,4.523,0.940086802,2
18.07,82.8,110.3,4.523,0.940086802,2
18.93,80.3,110.3,4.524,0.94008692,2
19.05,78.26,110.5,4.524,0.94008692,2
18.69,81.2,110.3,4.523,0.940086802,2
18.32,86.9,110.6,4.523,0.940086802,2
18.55,83.8,110.4,4.528,0.94008739,2
20.15,82.7,110.4,4.528,0.94008739,2
19.54,85.4,110,4.461,0.94007952,2
20.28,82.8,110.5,4.528,0.94008739,2
19.05,85.1,111,4.528,0.94008739,2
20.64,80.6,111,4.663,0.940103247,2
21.25,79.06,111.3,4.668,0.940103834,2
23.2,78.35,111.2,4.678,0.940105008,2
24.17,73.55,111,4.684,0.940105713,2
25.01,76.33,111.1,4.828,0.940122627,2
25.73,68.26,111,4.7,0.940107593,2
25.78,64.28,110.1,4.544,0.940089269,2
23.96,68.13,111.7,4.262,0.940056145,2
20.4,77.5,111.8,3.72,0.939992483,2
20.41,78.13,112.1,4.119,0.940039349,2
17.71,83.5,112.4,4.654,0.940102189,2
19.57,84.1,112.7,4.916,0.940132964,2
13.29,87.9,112.7,4.916,0.940132964,2
13.42,89.4,112.8,4.916,0.940132964,2
13.65,87.7,112.9,4.921,0.940133551,2
15.61,88.1,112.9,4.657,0.940102542,2
15.86,87.4,113,4.657,0.940102542,2
16.84,88.8,113.2,4.792,0.940118399,2
16.84,90,113.2,4.926,0.940134138,2
16.23,90.2,113.2,5.195,0.940165735,2
16.23,90.4,110.6,4.792,0.940118399,2
15.86,89.6,112.7,4.859,0.940126269,2
15.86,90.1,112.1,2.774,0.939881366,2
16.1,90.4,111.6,4.119,0.940039349,2
15.86,90.4,110.9,3.716,0.939992013,2
15.97,90.1,110.2,2.914,0.939897811,2
16.83,86.6,110.4,2.784,0.939882541,2
18.04,83.2,109.9,2.926,0.93989922,2
19.02,79.24,109.7,2.931,0.939899807,2
19.51,76.91,109.7,2.931,0.939899807,2
19.26,76.43,109.2,2.931,0.939899807,2
19.04,75.64,109.6,2.92,0.939898515,2
16.97,77.72,109.4,2.976,0.939905093,2
15.13,78.96,109.9,3.038,0.939912375,2
14.4,75.62,111.1,3.032,0.939911671,2
11.7,74.2,111.4,3.093,0.939918836,2
11.21,72.56,111.5,3.161,0.939926823,2
10.47,74.89,111.5,3.158,0.939926471,2
9.99,78.25,111.5,3.155,0.939926118,2
9.37,77.02,111.8,3.155,0.939926118,2
9.86,75.24,111.9,3.155,0.939926118,2
9,75.58,111.9,3.155,0.939926118,2
9,76.95,111.9,3.155,0.939926118,2
8.02,76.27,111.9,3.155,0.939926118,2
8.26,77.22,112,3.155,0.939926118,2
8.63,79.62,112.2,3.155,0.939926118,2
8.76,81.8,112.2,3.155,0.939926118,2
8.51,80.6,112.2,3.155,0.939926118,2
7.401,81.3,112.2,3.021,0.939910379,2
7.77,80.8,112.3,3.021,0.939910379,2
8.99,79.06,112.2,3.161,0.939926823,2
10.46,78.7,112.3,3.032,0.939911671,2
10.81,79.77,112.2,3.043,0.939912963,2
11.92,79.7,112.1,3.043,0.939912963,2
11.92,80.9,112.2,3.043,0.939912963,2
13.03,79.29,112,2.774,0.939881366,2
12.54,81.5,112,2.774,0.939881366,2
13.29,80.1,112.1,2.897,0.939895814,2
12.07,84.2,112.3,2.892,0.939895226,2
10.23,85.4,112.4,2.755,0.939879135,2
9.98,86,112.4,2.757,0.939879369,2
11.09,86.4,112.3,2.757,0.939879369,2
10.96,89,112.5,2.757,0.939879369,2
10.72,89,112.7,2.891,0.939895109,2
10.6,89.6,112.5,2.89,0.939894992,2
10.59,87.2,112.8,2.892,0.939895226,2
11.7,88.9,113.1,2.892,0.939895226,2
11.7,87.8,112.8,2.892,0.939895226,2
11.08,88,112.9,2.897,0.939895814,2
12.55,86.7,112.9,2.897,0.939895814,2
13.54,88.1,111,2.763,0.939880074,2
13.53,87.4,113.2,2.768,0.939880662,2
13.77,85.7,113.3,2.774,0.939881366,2
15.36,84.8,113.3,2.642,0.939865862,2
16.82,81.5,113.3,2.651,0.939866919,2
18.9,71.67,113.2,2.656,0.939867506,2
20.87,70.98,113.2,2.524,0.939852002,2
19.28,72.22,113.2,2.516,0.939851062,2
17.2,76.61,113.3,2.511,0.939850475,2
17.69,74.83,113.5,2.645,0.939866214,2
17.82,73.95,113.4,2.642,0.939865862,2
16.47,78.26,113.7,2.639,0.939865509,2
15.01,82.9,113.8,2.7,0.939872674,2
13.66,86.5,113.8,2.628,0.939864217,2
13.54,87.9,114.1,2.494,0.939848478,2
13.17,88.5,114.1,2.628,0.939864217,2
13.54,88.5,114.2,2.628,0.939864217,2
13.54,88.6,113.9,2.628,0.939864217,2
13.42,88.8,113.9,2.628,0.939864217,2
13.17,87.9,113.9,2.628,0.939864217,2
13.54,87.3,114.2,2.695,0.939872087,2
13.66,87.1,113.9,2.762,0.939879957,2
13.66,87.1,114.1,2.763,0.939880074,2
13.66,87.9,114.2,2.897,0.939895814,2
13.66,87.8,114.3,2.897,0.939895814,2
14.27,88.8,114.4,2.769,0.939880779,2
14.87,88.2,113.8,2.774,0.939881366,2
16.59,87.1,114.5,2.914,0.939897811,2
19.63,81.6,114.4,2.797,0.939884068,2
20.61,84.5,114.2,2.797,0.939884068,2
20.37,84.1,114.6,2.797,0.939884068,2
22.56,81.1,114.6,2.741,0.93987749,2
23.06,80.4,114.9,2.803,0.939884773,2
23.32,79.99,114.7,2.797,0.939884068,2
20.39,84.4,114.3,2.853,0.939890646,2
19.78,84.7,115.5,2.981,0.93990568,2
17.58,88.2,116.3,3.043,0.939912963,2
16.1,89.7,116.4,3.043,0.939912963,2
15.49,90,115.9,3.043,0.939912963,2
15.49,90.1,115.9,3.043,0.939912963,2
15.49,90,116.7,3.043,0.939912963,2
15.61,89.7,116,3.043,0.939912963,2
15.98,90.2,114.5,3.043,0.939912963,2
16.23,90.5,114.9,3.043,0.939912963,2
16.6,90.4,116.4,2.909,0.939897223,2
17.09,90.8,116,2.774,0.939881366,2
17.33,91.2,116.1,2.912,0.939897576,2
18.18,90.5,117.1,3.05,0.939913785,2
18.92,91.8,117.2,2.915,0.939897928,2
19.17,91.6,117.7,2.916,0.939898045,2
19.53,90.7,117.9,2.92,0.939898515,2
20.37,91.5,117.3,2.662,0.939868211,2
21.83,90.7,116.9,1.996,0.939789983,2
23.52,88.7,116.7,2.148,0.939807837,2
26.96,85.1,116.8,2.013,0.93979198,2
27.09,80.7,117.2,0.939,0.939665829,2
25.73,86.1,118,1.678,0.939752631,2
27.22,83.4,116.6,2.14,0.939806897,2
27.23,80.2,117.4,1.867,0.939774831,2
24.31,87.4,117.5,1.853,0.939773186,2
22.85,90.4,117.2,1.844,0.939772129,2
20.77,91.6,117.9,1.166,0.939692492,2
19.91,92,117.4,0.762,0.939645039,2
19.91,92.1,117.2,0.764,0.939645273,2
20.4,92.9,117.5,0.763,0.939645156,2
19.78,91.2,116.3,20,0.941904717,2
19.66,92.2,117.8,35.26,0.943697143,2
20.51,92.9,117.3,20.13,0.941919987,2
20.51,92.4,115.2,17.58,0.941620466,2
20.39,91.9,114,17.31,0.941588752,2
20.39,92.2,114.7,17.17,0.941572308,2
20.39,91.4,115.1,17.58,0.941620466,2
20.27,92,114.8,17.17,0.941572308,2
20.27,92.4,115.2,17.44,0.941604022,2
19.9,91.6,113.6,16.9,0.941540594,2
20.02,90.4,113.6,17.17,0.941572308,2
21.11,90.6,113,17.31,0.941588752,2
22.58,92.6,114.9,16.91,0.941541768,2
23.32,92.8,114.4,16.51,0.941494785,2
23.57,93,112.2,14.36,0.941242248,2
23.32,90.8,109.8,12.07,0.940973266,2
22.7,91.6,109.9,11.53,0.940909838,2
21.11,91.2,102.9,11.13,0.940862855,2
21.24,90.2,108.8,10.86,0.940831141,2
20.76,91.2,107.8,10.58,0.940798252,2
19.17,90.3,108.1,10.45,0.940782983,2
18.8,90.5,108.7,10.45,0.940782983,2
18.92,89.9,109.3,10.31,0.940766538,2
18.44,90.3,109.5,10.31,0.940766538,2
18.07,89.4,109.3,9.9,0.94071838,2
18.07,88.2,109.4,10.04,0.940734824,2
17.83,88.5,109.5,10.04,0.940734824,2
18.2,89.2,109.1,10.17,0.940750094,2
17.95,91,109.3,9.9,0.94071838,2
17.95,91.3,108.7,9.63,0.940686666,2
18.2,91,107.8,10.71,0.940813522,2
16.97,91,109.1,10.71,0.940813522,2
17.21,90,109.9,10.85,0.940829966,2
17.69,89.7,110,10.85,0.940829966,2
19.65,87.8,110,10.85,0.940829966,2
22.95,85.5,109.2,11,0.940847585,2
22.83,85,109.5,10.86,0.940831141,2
24.78,78.81,109.6,10.87,0.940832315,2
25.78,76.02,109.4,10.93,0.940839363,2
23.57,72.13,110.1,11,0.940847585,2
22.58,77.53,109.9,11,0.940847585,2
22.36,79.33,110,11.12,0.94086168,2
20.04,80.3,110.7,11.25,0.94087695,2
17.84,86.1,110.5,11.24,0.940875775,2
15.88,86.6,110.8,11.24,0.940875775,2
14.52,85.6,110.8,11.37,0.940891045,2
14.4,85.9,110.9,11.44,0.940899267,2
14.89,86.4,110.9,11.44,0.940899267,2
14.77,86.6,110.9,11.65,0.940923933,2
15.13,86.9,110.9,11.51,0.940907489,2
15.01,88.5,110.7,11.65,0.940923933,2
15.5,89.6,111.3,11.65,0.940923933,2
15.61,89,111.2,11.38,0.94089222,2
15.98,90.5,111.4,10.71,0.940813522,2
15.86,89.9,111.6,11.79,0.940940378,2
16.96,89.4,111.8,11.79,0.940940378,2
19.89,90.4,111.7,10.59,0.940799427,2
21.23,92.6,110.7,11.13,0.940862855,2
21.84,91.3,111,11.13,0.940862855,2
23.91,89.4,110.6,10.53,0.940792379,2
25,87.6,110.5,10.61,0.940801776,2
26.46,85,109.5,10.62,0.940802951,2
27.56,82.5,110.2,10.68,0.940809998,2
25.98,83.2,110,10.75,0.94081822,2
25.76,83.6,110.3,10.87,0.940832315,2
25.53,87.1,110.6,10.86,0.940831141,2
22.34,90.6,110.3,10.93,0.940839363,2
22.6,92.4,110.6,10.99,0.94084641,2
20.51,92.2,110.6,10.99,0.94084641,2
20.14,92.9,111.1,10.99,0.94084641,2
20.39,93.2,111.1,11.26,0.940878124,2
20.64,92.2,111.1,11.12,0.94086168,2
21.13,92.7,111.5,9.51,0.940672571,2
21,93.5,110.5,11.12,0.94086168,2
21.74,93.3,110.4,11.26,0.940878124,2
22.1,92.7,111.7,11.26,0.940878124,2
22.47,93.9,112,11.13,0.940862855,2
22.47,93.8,111.9,11.26,0.940878124,2
22.84,93.8,111.6,10.93,0.940839363,2
22.84,94.2,110.3,10.45,0.940782983,2
22.47,94.1,110.7,10.32,0.940767713,2
22.1,94.1,110.4,8.84,0.940593873,2
22.21,94,108.9,7.905,0.940484049,2
22.83,93.2,107.6,7.233,0.940405117,2
23.57,92.3,108.3,6.695,0.940341924,2
23.69,91.1,106.5,6.561,0.940326184,2
23.07,91.6,107.6,6.292,0.940294587,2
22.34,91.7,108,6.157,0.940278731,2
21.97,91.7,108,6.157,0.940278731,2
22.34,91.4,108,5.888,0.940247134,2
22.11,92,107.8,6.147,0.940277556,2
21,92.7,107.6,6.013,0.940261816,2
20.15,92.7,107.6,6.146,0.940277438,2
20.27,93.4,107.7,6.147,0.940277556,2
20.51,93.3,107.6,6.282,0.940293413,2
20.64,93,108.4,6.147,0.940277556,2
21,92.4,108.5,6.147,0.940277556,2
20.51,90.8,108.5,6.281,0.940293295,2
20.51,90.3,108.5,6.282,0.940293413,2
20.88,92.1,108.5,6.282,0.940293413,2
20.64,92.4,108.4,6.147,0.940277556,2
20.64,91.2,108.2,6.147,0.940277556,2
20.64,92.2,108,6.146,0.940277438,2
20.39,91.4,108.1,6.146,0.940277438,2
20.39,91.8,108.2,6.147,0.940277556,2
20.27,92,108.1,6.147,0.940277556,2
20.27,91.2,108.1,6.147,0.940277556,2
20.88,90.9,108.5,6.015,0.940262051,2
21.6,88.4,108.5,6.022,0.940262874,2
21.84,90.1,107.6,6.157,0.940278731,2
21.84,87.8,108,5.889,0.940247251,2
21.98,88.8,108.4,5.884,0.940246664,2
20.88,89.9,108.4,5.878,0.940245959,2
20.14,90.8,108.8,5.878,0.940245959,2
20.02,90.3,109.2,5.878,0.940245959,2
20.03,91,109.3,5.873,0.940245372,2
18.68,92.1,109.4,5.873,0.940245372,2
18.81,91.5,109.5,5.87,0.94024502,2
17.95,91,109.7,6.004,0.940260759,2
18.19,91.4,109.8,6.006,0.940260994,2
18.07,92.1,109.8,6.002,0.940260524,2
17.7,92.5,109.9,6.002,0.940260524,2
17.33,92.5,110.1,6.002,0.940260524,2
17.7,91.7,110.2,6.137,0.940276381,2
17.69,90.1,110.1,6.008,0.940261229,2
19.41,91.6,110.4,6.144,0.940277204,2
20.14,91.1,110.4,6.147,0.940277556,2
20.64,91.6,110.5,6.147,0.940277556,2
21.25,92.5,110.7,6.147,0.940277556,2
21.6,92.7,110.7,6.155,0.940278496,2
22.21,91.7,110.7,6.157,0.940278731,2
23.91,87.6,110.9,6.168,0.940280023,2
26,86.4,110.7,6.034,0.940264283,2
27.09,83.1,110.8,6.11,0.94027321,2
25.98,85.3,110.9,6.177,0.94028108,2
27.7,81.2,110.7,6.108,0.940272975,2
26.99,83,110.9,6.168,0.940280023,2
25.03,87.2,111,6.162,0.940279318,2
24.06,89.4,111,6.157,0.940278731,2
23.08,92.6,111.2,6.288,0.940294118,2
22.23,93.1,111.4,6.282,0.940293413,2
21.37,93.8,111.5,6.282,0.940293413,2
21.5,93.6,111.1,6.282,0.940293413,2
21.74,94.5,110.9,6.416,0.940309152,2
21.49,94.8,110.7,6.284,0.940293648,2
22.35,94,110.9,6.284,0.940293648,2
21.98,94.4,110.9,6.42,0.940309622,2
22.35,93.7,111.2,6.287,0.940294,2
22.84,93.3,111.3,6.287,0.940294,2
22.96,93.5,111.3,6.288,0.940294118,2
22.84,93.2,111.6,5.885,0.940246782,2
23.2,93.6,110.3,5.485,0.940199798,2
23.44,93.6,111.4,6.225,0.940286718,2
23.44,93.1,111.3,6.157,0.940278731,2
24.54,92.7,111.5,6.028,0.940263578,2
25.63,91.4,110,5.63,0.94021683,2
26.72,92.5,110.9,5.372,0.940186525,2
29.42,86.6,111,5.374,0.94018676,2
31.14,79.45,111,5.372,0.940186525,2
29.05,81.5,111.3,5.372,0.940186525,2
32.12,75.15,111.4,5.372,0.940186525,2
28.97,81.1,112,5.489,0.940200268,2
26.54,83.2,112.1,5.476,0.940198741,2
21.75,90.4,112.2,5.47,0.940198036,2
20.15,89.6,112.2,5.47,0.940198036,2
19.66,88.8,112.4,5.537,0.940205906,2
19.91,89.5,112.5,5.605,0.940213893,2
20.27,89,112.9,5.605,0.940213893,2
20.4,89.9,113.1,5.739,0.940229633,2
20.4,91.6,112.9,5.739,0.940229633,2
20.4,90.7,113.3,5.739,0.940229633,2
21,90,113.5,5.744,0.94023022,2
22.36,91.4,113.5,5.744,0.94023022,2
21,92,113.6,5.878,0.940245959,2
21.25,90.7,113.7,5.744,0.94023022,2
22.58,89.2,113.9,5.888,0.940247134,2
23.69,92.9,113.6,5.889,0.940247251,2
23.32,93.8,113.5,5.889,0.940247251,2
24.17,92.9,113.4,5.894,0.940247839,2
26.48,91.3,113.6,5.907,0.940249366,2
29.3,87.6,113.2,5.909,0.940249601,2
27.82,92.8,112.8,5.372,0.940186525,2
29.28,88.2,113.6,4.975,0.940139894,2
30.65,85.7,113.6,4.969,0.940139189,2
28.44,87.1,113.6,4.902,0.940131319,2
29.44,87.8,113.6,4.824,0.940122157,2
28.72,88,114.3,4.951,0.940137075,2
25.04,93.9,114.7,4.947,0.940136605,2
23.95,93.6,114.3,4.942,0.940136018,2
22.73,94.4,114.4,5.071,0.94015117,2
21.87,93.6,113.7,4.399,0.940072237,2
